comment,sentiment
"Paul Rudd in top shape!: This movie is great from start to finish. Paul Rudd delivers another awesome comedy. Rudd and Aniston really seem to play off each other very well, and this is probably the best movie Jennifer has been apart of in a long time.The laughs are non stop, and some of the are pretty raunchy, so be forewarned, it has a R rating for a good reason and it earns every bit of it. The characters are just so off the wall, that each one brings their own comedic style, and they are all hilarious and work so great together.Check this one out for sure, you are guaranteed to laugh your ass off, I sure know I did.",1
Nope: This movie went from worst to just plain bad. Even with named actors they could not carry this movie as it needed to be.,0
Dissappointed: I must say not one Jennifer Anistons best and I consider Myself a great fan.The Teaser Trailer was much Funnier than the movie as a whole..,0
delightful entertainment: I really enjoyed this funny movie. I have watched it at least 4 times now and enjoyed it each and every time,1
"Pure David Wain: I loved this movie. I wasn't prepared to, I adore Wainy Days and anything whereDavid Wain is having fun and being silly. Unfortunately, many of his recent movies feel like they are taking them self too seriously, like the laughter has been stifled. But THIS! This had the same fun, weird, sweet vibe that Wet Hot American Summer had. Wanderlust turned out to be a refreshing, goofy, fun time.",1
"Great: Great movie, the packageing was great, the dvd was not scratched. Watched it all the way through without any problems",1
"Used - Like New?!?: First, there's a sticker on the front that says ""DVD Now Kiosks"" Insert This Way, clearly indicating this DVD was stolen from a DVD machine. Strike one.Besides the fact that there's no security tape on here, being that it's stolen, there's simply nothing ""like new"" about this. The top of the dvd has finger smudges, crumb-like particles, and unidentifiable crud. Strike two.If I could get past the apparently thievery of this dvd, I might be okay with it, if the dvd had at least looked like it was cleaned once. Didn't happen. Strike three.This product and purchase deserves a giant FAIL.Can't wait to re-gift this...not.",0
"Paul Rudd Hurts My Brain: This movie was painful to watch. It actually wasn't so horrible until a little bit in. For once someone in a Jennifer Aniston movie was more annoying than her character. Paul Rudd was horrible. In one scene he's talking to himself in the mirror to pump himself up for sex and saying things like, ""I'm gonna get all up in that vag."" And then he repeats this and the like for what feels like forever in some of the dumbest voices I've ever heard. Not funny at all. I'm hard to offend but this was just BAD. It would be insanely uncomfortable to watch this with any older members of my family. God, it was uncomfortable just watching this alone. Would any woman sleep with this man? The fact that two women in this movie wanted to seemed insane and just wishful thinking on the part of whatever idiots wrote this script. I kept praying some wild animal would eat Paul Rudd during this scene just so he would shut up.",0
"We loved it...: This movie was light hearted and fun. If you are looking for a good movie to kick back and enjoy some time with a loved one or friend, it's a good one. We laughed and enjoyed this movie for what it was, fun.",1
"Horrible, Tasteless Movie: I was so disappointed in this movie. We never would have pegged 2 stars like Aniston and Rudd would be in such a low class, B type movie. At one point Rudd has a scene where he is talking into a mirror, he goes on and on and on and on, it is painful watch. So distasteful. Don't waste your time or money.",0
"Awful, awful, awful: This is one of the worst movies I have ever seen. Did I watch it to the end? Well yes, I like my endings, but I fast fowarded it through about 20 minutes. It's not that it was too vulgar or that I am a prude. It is just a really bad movie. I like the actors, just not this movie.",0
"two stars for the trailer: This movie started out good but somewhere in the middle it just lost steam and got boring. They tried to wrap in a flimsy plot but it just fell flat. I dont even think it was really all that crude or vulgar just not funny. I do not recommend it, the trailer has all the good parts in it. I wish i could get a time refund.",0
Wanderlust: The Wanderlust- movie Would not recommend this to anyone. It was vulgar and really not something I would want to see again.,0
"Disappointing: While there are some extremely funny scenes, there's a lot of content that's just so horribly put together. If you do choose to view this, fast-forward through the scene where George starts talking to himself in the bathroom mirror. It's a never-ending scene of him saying things like ""I'm gonna f*** the s*** out of you"", ""I'm gonna f*** you"" and ON AND ON in different STUPID voices. (It's not the language, it's the STUPID voices that I hated.)I think that was just the most painful scene of all,as it was just BEYOND horribly awful, and went on forever. Who writes crap like this?The movie is very disjointed- the ""plot"" doesn't have a good flow. Some parts were very entertaining, most of it was really weird (but who'd expect anything other than weird with a plot centered around a hippie like commune?)- and a LOT of the weird was REALLY LAME.I wish we'd have gone with a different movie.",0
